# 51076 rectangular buckets with a mean size of 2.53 x 13.63 data points
centerF1, centerF2, bucket, max, min, std, peaks_nb, bucket_size_F1, bucket_size_F2
0.500, 0.500, -120400233.7, -178308.7, -204289.5, 7900.8, 0, 2, 13
0.500, 0.540, -115083125.1, -171808.1, -199274.5, 6335.5, 0, 2, 14
0.500, 0.580, -103890620.6, -118195.2, -200054.0, 19883.7, 0, 2, 13
0.500, 0.620, -100690282.9, -153530.5, -168750.2, 4577.4, 0, 2, 14
0.500, 0.660, -96938507.0, -114648.9, -176578.6, 11582.2, 0, 2, 14
0.500, 0.700, -15791087.1, 216358.9, -146981.2, 113157.8, 0, 2, 13
0.500, 0.740, -61100633.8, 97749.2, -142392.5, 57030.1, 0, 2, 14
0.500, 0.780, -36640665.3, 21423.5, -131664.3, 38600.1, 0, 2, 14
0.500, 0.820, -20194265.3, 37596.9, -85169.3, 35971.0, 0, 2, 13
0.500, 0.860, 19372017.8, 149359.3, -37901.4, 50112.6, 0, 2, 14
0.500, 0.900, 15209444.7, 105326.1, -71175.5, 51282.9, 0, 2, 13
0.500, 0.940, -38593784.2, 5822.6, -97518.1, 30575.0, 0, 2, 14
0.500, 0.980, -17283120.6, 63902.3, -97478.1, 42857.6, 0, 2, 14
0.500, 1.020, -50331523.4, -54141.1, -96235.5, 13682.8, 0, 2, 13
0.500, 1.060, -56981694.5, -81039.6, -96856.3, 4351.0, 0, 2, 14
0.500, 1.100, -16207588.4, 217733.3, -79888.7, 78310.5, 0, 2, 14
0.500, 1.140, 132779657.9, 320496.3, 50008.3, 79944.8, 0, 2, 13
0.500, 1.180, 11526891.7, 266740.6, -83419.7, 130503.4, 0, 2, 14
0.500, 1.220, -44908230.1, -68222.1, -77078.0, 2369.5, 0, 2, 13
0.500, 1.260, -1915943.8, 232746.0, -74861.6, 82602.9, 0, 2, 14
0.500, 1.300, 8878913.9, 242489.1, -59276.5, 90133.0, 0, 2, 14
0.500, 1.340, -24480660.4, -4522.0, -57685.7, 18190.2, 0, 2, 13
0.500, 1.380, -34770738.0, -15654.2, -67956.3, 12976.3, 0, 2, 14
0.500, 1.420, -28668407.9, -10158.7, -58880.0, 14688.4, 0, 2, 14
0.500, 1.460, -34161904.5, -47143.9, -58258.6, 3347.8, 0, 2, 13
0.500, 1.500, -37001409.6, -52334.9, -68244.1, 4292.9, 0, 2, 14
0.500, 1.540, -33862975.3, -44334.9, -58550.9, 3351.0, 0, 2, 13
0.500, 1.580, 2870048.9, 101627.2, -47515.2, 43734.7, 0, 2, 14
0.500, 1.620, 4792795.4, 76609.7, -9977.0, 21922.6, 0, 2, 14
0.500, 1.660, 6717907.3, 73341.2, -32384.0, 30990.6, 0, 2, 13
0.500, 1.700, -26245085.4, -2535.2, -54629.2, 12698.2, 0, 2, 14
0.500, 1.740, -34362676.6, -43656.9, -59080.4, 3989.4, 0, 2, 14
0.500, 1.780, 86374529.2, 240314.0, -29779.4, 85536.3, 0, 2, 13
0.500, 1.820, -1964016.1, 43680.3, -32830.8, 21614.9, 0, 2, 14
0.500, 1.860, -18973023.8, -23019.7, -36494.2, 4669.3, 0, 2, 13
0.500, 1.900, -23205693.6, -33721.4, -40300.1, 2136.0, 0, 2, 14
0.500, 1.940, -21898336.3, -29682.1, -41348.5, 3275.9, 0, 2, 14
0.500, 1.980, -23587951.5, -34040.5, -41027.2, 1955.5, 0, 2, 13
0.500, 2.020, -25246897.4, -31715.5, -48002.7, 4402.7, 0, 2, 14
0.500, 2.060, -22189124.1, -28874.8, -42474.7, 3966.7, 0, 2, 14
0.500, 2.100, -24324953.5, -31217.2, -42832.8, 2954.3, 0, 2, 13
0.500, 2.140, -29045881.2, -35335.7, -66772.9, 10155.5, 0, 2, 14
0.500, 2.180, -26856035.2, -40718.2, -45915.4, 1614.7, 0, 2, 13
0.500, 2.220, 31609584.9, 197795.7, -41687.6, 94564.1, 0, 2, 14
0.500, 2.260, 112364524.5, 285698.9, -3234.5, 78176.1, 0, 2, 14
0.500, 2.300, -27527517.8, 5631.0, -173580.2, 64313.0, 0, 2, 13
0.500, 2.340, -18916442.8, -11039.2, -124876.9, 29270.1, 0, 2, 14
0.500, 2.380, -6748484.8, 8680.0, -29510.4, 10251.5, 0, 2, 14
0.500, 2.420, -10937618.4, -12111.1, -24238.4, 4002.3, 0, 2, 13
0.500, 2.460, -16973006.1, -19568.5, -31128.6, 3270.0, 0, 2, 14
0.500, 2.500, -18287651.6, -28040.1, -30276.7, 672.2, 0, 2, 13
0.500, 2.540, -18738404.2, -26209.2, -32999.7, 1887.2, 0, 2, 14
0.500, 2.580, -18370375.7, -25270.9, -32762.9, 1969.5, 0, 2, 14
0.500, 2.620, -18116622.1, -27391.3, -30377.7, 868.1, 0, 2, 13
0.500, 2.660, -17714770.3, -22114.9, -33179.4, 2974.8, 0, 2, 14
0.500, 2.700, -19069547.6, -28006.7, -31956.5, 1051.1, 0, 2, 14
0.500, 2.740, -21069060.5, -30710.8, -36796.9, 1511.7, 0, 2, 13
0.500, 2.780, -21032183.1, -31673.4, -34763.3, 810.0, 0, 2, 14
0.500, 2.820, -18569185.2, -27504.7, -32631.6, 1323.9, 0, 2, 13
0.500, 2.860, 21511987.7, 121657.0, -25906.5, 46111.3, 0, 2, 14
0.500, 2.900, 42806738.3, 133490.1, -10761.4, 39170.2, 0, 2, 14
0.500, 2.940, -11092353.4, -9544.4, -24747.1, 4823.9, 0, 2, 13
0.500, 2.980, 15225776.7, 96576.1, -22036.4, 37129.4, 0, 2, 14
0.500, 3.020, 36766750.0, 149032.8, -6180.5, 45427.6, 0, 2, 14
0.500, 3.060, -16551916.6, -10042.1, -35318.6, 7190.4, 0, 2, 13
0.500, 3.100, -21160529.7, -25954.9, -56636.2, 7700.2, 0, 2, 14
0.500, 3.140, -26144589.9, -17810.4, -63295.1, 13324.1, 0, 2, 13
0.500, 3.180, 129395036.6, 500192.0, -4987.1, 155053.9, 0, 2, 14
0.500, 3.220, -27183646.6, 105333.9, -141710.5, 66039.1, 0, 2, 14
0.500, 3.260, -9689646.4, 289313.9, -241273.2, 140719.8, 0, 2, 13
0.500, 3.300, 1992111945.0, 25230115.5, -6349699.1, 8408094.2, 0, 2, 14
0.500, 3.340, -45930902.5, 421274.1, -1640066.4, 382160.3, 0, 2, 14
0.500, 3.380, -74508401.9, -62964.2, -178875.1, 29122.5, 0, 2, 13
0.500, 3.420, -66213161.8, -92092.9, -120908.1, 8324.2, 0, 2, 14
0.500, 3.460, -60008130.2, -90845.7, -109634.8, 4363.1, 0, 2, 13
0.500, 3.500, -49816984.4, -67099.6, -93344.2, 8344.3, 0, 2, 14
0.500, 3.540, -44906754.3, -68163.8, -75742.9, 1927.5, 0, 2, 14
0.500, 3.580, -38089000.6, -53262.1, -65881.3, 3584.1, 0, 2, 13
0.500, 3.620, -43888713.9, -52145.0, -109412.4, 19135.4, 0, 2, 14
0.500, 3.660, -27356339.3, -21162.2, -74925.3, 17085.4, 0, 2, 14
0.500, 3.700, -27665916.6, -39104.1, -49219.1, 2863.3, 0, 2, 13
0.500, 3.740, -30320075.6, -40596.7, -57883.8, 3877.0, 0, 2, 14
0.500, 3.780, 67606410.0, 597102.5, -83103.3, 208699.4, 0, 2, 13
0.500, 3.820, -29681962.5, -42173.8, -55394.9, 3657.5, 0, 2, 14
0.500, 3.860, -31079339.1, -46585.5, -53123.6, 2172.8, 0, 2, 14
0.500, 3.900, -30008713.0, -38232.4, -52342.0, 3857.3, 0, 2, 13
0.500, 3.940, -39549985.9, -50336.0, -87315.7, 12776.0, 0, 2, 14
0.500, 3.980, -82877665.2, -61463.0, -210958.5, 43454.5, 0, 2, 14
0.500, 4.020, -34465487.5, -43339.5, -112922.6, 19177.7, 0, 2, 13
0.500, 4.060, -28202140.4, -41219.5, -48051.6, 2251.1, 0, 2, 14
0.500, 4.100, -26728854.5, -38603.3, -46528.3, 2305.8, 0, 2, 13
0.500, 4.140, -28916830.6, -44505.2, -48323.5, 1218.2, 0, 2, 14
0.500, 4.180, -30602523.5, -47109.4, -50578.6, 947.7, 0, 2, 14
0.500, 4.220, -32540814.9, -47946.7, -58749.9, 3301.4, 0, 2, 13
0.500, 4.260, -34340158.5, -48805.9, -59599.2, 3012.2, 0, 2, 14
0.500, 4.300, -35750870.2, -50931.8, -63273.4, 4448.4, 0, 2, 14
0.500, 4.340, -36102377.7, -54002.1, -63577.3, 2932.5, 0, 2, 13
0.500, 4.380, -37283411.0, -51757.6, -68287.6, 5252.5, 0, 2, 14
0.500, 4.420, -42084634.1, -64481.7, -72710.5, 2231.0, 0, 2, 13
0.500, 4.460, -47699999.2, -65566.5, -90235.7, 7850.4, 0, 2, 14
0.500, 4.500, -53910689.9, -78875.7, -94917.1, 4582.3, 0, 2, 14
0.500, 4.540, -61126483.2, -88745.1, -108085.4, 5031.7, 0, 2, 13
0.500, 4.580, -69019624.3, -104682.7, -120603.9, 4818.4, 0, 2, 14
0.500, 4.620, -76014474.7, -113147.3, -131359.8, 6394.0, 0, 2, 14
0.500, 4.660, -91200190.2, -133145.9, -157862.1, 8145.6, 0, 2, 13
0.500, 4.700, -110992148.6, -159714.1, -203572.8, 11462.8, 0, 2, 14
0.500, 4.740, -142319274.4, -206269.5, -258300.7, 17658.2, 0, 2, 13
0.500, 4.780, -199265377.2, -254437.0, -391590.6, 44196.8, 0, 2, 14
0.500, 4.820, -361620241.4, -411543.4, -843527.5, 135253.0, 0, 2, 14
0.500, 4.860, -4203705262.7, -933663.9, -41278303.2, 11029331.7, 0, 2, 13
0.500, 4.900, -14798220104.2, -1095965.9, -82772316.1, 30563272.6, 0, 2, 14
0.500, 4.940, -389816860.3, -401462.1, -983272.0, 173391.0, 0, 2, 14
0.500, 4.980, -189458240.6, -243224.6, -390641.4, 46126.3, 0, 2, 13
0.500, 5.020, -125294170.3, -168435.6, -233868.7, 21085.6, 0, 2, 14
0.500, 5.060, -94588974.7, -135432.7, -166117.2, 9025.1, 0, 2, 13
0.500, 5.100, -364799370.2, -161924.3, -1312974.3, 387882.6, 0, 2, 14
0.500, 5.140, -382334464.0, -116394.4, -1161930.8, 326896.2, 0, 2, 14
0.500, 5.180, -50580949.7, -27788.4, -124461.6, 21586.3, 0, 2, 13
0.500, 5.220, -50465237.0, -53984.5, -95964.0, 11658.3, 0, 2, 14
0.500, 5.260, -44386136.5, -61054.2, -77307.5, 4285.2, 0, 2, 13
0.500, 5.300, -50315919.6, -68891.8, -92136.3, 5667.1, 0, 2, 14
0.500, 5.340, -68016876.6, -76200.1, -187529.1, 37099.6, 0, 2, 14
0.500, 5.380, -67046747.1, -67690.9, -135082.6, 18466.2, 0, 2, 13
0.500, 5.420, -115752165.6, -130565.4, -278667.9, 38856.1, 0, 2, 14
0.500, 5.460, -1580645239.2, -264149.7, -20742604.7, 5097478.6, 0, 2, 14
0.500, 5.500, -7283013169.3, -457702.7, -41591266.9, 15054706.5, 0, 2, 13
0.500, 5.540, -138851019.5, -120132.4, -415339.3, 77883.6, 0, 2, 14
0.500, 5.580, -68917365.9, -49649.2, -135437.6, 16348.0, 0, 2, 13
0.500, 5.620, 550751044.6, 3438339.7, -111341.3, 1153359.6, 0, 2, 14
0.500, 5.660, -37476055.4, -51944.8, -67804.9, 3758.6, 0, 2, 14
0.500, 5.700, -30429038.6, -31332.4, -63502.3, 9337.6, 0, 2, 13
0.500, 5.740, -29908967.9, -27094.1, -81976.1, 16968.1, 0, 2, 14
0.500, 5.780, -130502906.4, -35423.6, -464176.6, 156761.0, 0, 2, 14
0.500, 5.820, -27550689.6, -29320.8, -60771.5, 8909.9, 0, 2, 13
0.500, 5.860, -19051185.1, -24457.5, -38031.3, 4102.4, 0, 2, 14
0.500, 5.900, -16163632.2, -22058.6, -29866.7, 2010.6, 0, 2, 13
0.500, 5.940, -13561868.2, -14081.6, -28418.4, 3665.4, 0, 2, 14
0.500, 5.980, -15553108.2, -12937.5, -32698.0, 4878.6, 0, 2, 14
0.500, 6.020, -13928040.5, -17246.2, -27448.9, 2922.2, 0, 2, 13
0.500, 6.060, -11239298.1, -12637.9, -21690.2, 2467.8, 0, 2, 14
0.500, 6.100, -10328874.4, 130842.6, -60963.3, 34085.6, 0, 2, 14
0.500, 6.140, -72714440.7, 133126.8, -287185.7, 114845.7, 0, 2, 13
0.500, 6.180, -110566701.2, -12459.8, -418242.4, 151208.0, 0, 2, 14
0.500, 6.220, -7095833.7, -5635.5, -16042.6, 3301.4, 0, 2, 13
0.500, 6.260, -5911511.1, -4153.4, -13628.6, 3170.2, 0, 2, 14
0.500, 6.300, -5326602.3, -6001.5, -11079.8, 1456.1, 0, 2, 14
0.500, 6.340, -5484848.9, -4423.2, -12657.0, 2410.7, 0, 2, 13
0.500, 6.380, -4932506.5, -5861.8, -11706.7, 1649.4, 0, 2, 14
0.500, 6.420, -4010120.0, -4018.9, -8694.8, 1270.7, 0, 2, 14
0.500, 6.460, -4432983.0, -5775.4, -8653.9, 813.8, 0, 2, 13
0.500, 6.500, -4236450.6, -3845.0, -9376.6, 1578.5, 0, 2, 14
0.500, 6.540, -4582820.7, -4565.7, -10856.7, 1810.9, 0, 2, 13
0.500, 6.580, -3506972.5, -2761.8, -7874.5, 1508.4, 0, 2, 14
0.500, 6.620, -3833421.3, -4598.4, -7727.6, 926.0, 0, 2, 14
0.500, 6.660, -3742564.9, -4395.8, -7870.3, 1205.0, 0, 2, 13
0.500, 6.700, -4413122.6, -4470.0, -10802.3, 1895.3, 0, 2, 14
0.500, 6.740, -4390461.1, -4047.5, -13062.2, 2879.4, 0, 2, 14
0.500, 6.780, -3200065.3, -3756.6, -6940.9, 992.5, 0, 2, 13
0.500, 6.820, -2947656.5, -3644.9, -7272.9, 822.9, 0, 2, 14
0.500, 6.860, -3665988.0, -4268.7, -8466.3, 1065.4, 0, 2, 13
0.500, 6.900, -3650781.2, -3840.4, -9011.4, 1538.5, 0, 2, 14
0.500, 6.940, -3599208.8, -4486.9, -7599.4, 830.3, 0, 2, 14
0.500, 6.980, -3311607.4, -3301.2, -7251.4, 1319.8, 0, 2, 13
0.500, 7.020, -3413491.0, -3841.7, -8165.7, 1330.0, 0, 2, 14
0.500, 7.060, -2754782.1, -3344.8, -5746.2, 661.3, 0, 2, 14
0.500, 7.100, -3177285.3, -4000.7, -6568.9, 700.2, 0, 2, 13
0.500, 7.140, -3591847.3, -3770.5, -9738.0, 1893.0, 0, 2, 14
0.500, 7.180, -3352533.0, -3402.7, -9655.1, 1982.0, 0, 2, 13
0.500, 7.220, -5415826.6, -3796.6, -25326.2, 6065.0, 0, 2, 14
0.500, 7.260, -5218811.7, -3331.3, -27053.8, 7467.6, 0, 2, 14
0.500, 7.300, -3260638.7, -3534.0, -8419.2, 1486.5, 0, 2, 13
0.500, 7.340, -3656665.9, -3650.3, -10356.3, 2205.3, 0, 2, 14
0.500, 7.380, -38269884.1, -5483.4, -185962.7, 66063.0, 0, 2, 14
0.500, 7.420, -104486519.4, -36669.8, -265063.2, 68367.3, 0, 2, 13
0.500, 7.460, -12784565.3, -1390.9, -40309.0, 11951.5, 0, 2, 14
0.500, 7.500, -3964531.6, -2729.8, -16019.1, 2966.9, 0, 2, 13
0.500, 7.540, -3704102.8, -3166.6, -9685.3, 2297.8, 0, 2, 14
0.500, 7.580, -3984221.2, -4252.7, -8481.1, 1131.8, 0, 2, 14
0.500, 7.620, -6646574.0, -3438.9, -16960.1, 4048.2, 0, 2, 13
0.500, 7.660, -126397500.8, -11559.8, -470834.1, 166425.4, 0, 2, 14
0.500, 7.700, -137198838.4, -67895.8, -452945.7, 101187.0, 0, 2, 14
0.500, 7.740, 457763585.3, 7389396.0, -1927891.4, 2511091.6, 0, 2, 13
0.500, 7.780, 239905940.3, 6688679.6, -772703.3, 2063015.8, 0, 2, 14
0.500, 7.820, -36874959.1, -20304.8, -277546.4, 68938.7, 0, 2, 13
0.500, 7.860, -10056684.8, -10035.5, -27203.1, 5214.4, 0, 2, 14
0.500, 7.900, -7901155.4, -5805.3, -18677.4, 4286.6, 0, 2, 14
0.500, 7.940, -89257758.2, -5530.1, -301527.1, 104033.0, 0, 2, 13
0.500, 7.980, -15992487.8, -4968.1, -132552.2, 32213.3, 0, 2, 14
0.500, 8.020, -12516341.3, -7415.7, -44178.6, 13452.9, 0, 2, 14
0.500, 8.060, -576986693.5, -51010.0, -1682432.2, 596161.9, 0, 2, 13
0.500, 8.100, -28079379.0, 6055.2, -253112.6, 59577.3, 0, 2, 14
0.500, 8.140, -9543634.2, -7764.2, -30401.4, 5941.6, 0, 2, 13
0.500, 8.180, -461176871.1, -37916.9, -1471899.2, 556912.6, 0, 2, 14
0.500, 8.220, -85440887.2, -18067.7, -930386.6, 236237.5, 0, 2, 14
0.500, 8.260, -7070708.8, -5735.3, -17862.7, 3758.3, 0, 2, 13
0.500, 8.300, -3909067.3, -3957.8, -10079.4, 1699.6, 0, 2, 14
0.500, 8.340, -4784724.5, -5002.1, -12139.0, 2211.9, 0, 2, 14
0.500, 8.380, -4918756.5, -4076.1, -12231.2, 2576.0, 0, 2, 13
0.500, 8.420, -3173492.5, -1487.5, -9250.3, 1898.8, 0, 2, 14
0.500, 8.460, -16980233.8, -190.3, -75105.8, 28711.8, 0, 2, 13
0.500, 8.500, -12845138.5, -2738.6, -59876.5, 22055.6, 0, 2, 14
0.500, 8.540, -14418777.5, -3279.7, -51308.6, 17671.2, 0, 2, 14
0.500, 8.580, -7662793.3, -2009.2, -51192.3, 15378.9, 0, 2, 13
0.500, 8.620, -4448218.2, -4062.9, -12102.4, 2860.1, 0, 2, 14
0.500, 8.660, -58104453.4, -3637.8, -231293.6, 85752.6, 0, 2, 14
0.500, 8.700, -11712666.0, -1969.9, -36054.0, 11051.3, 0, 2, 13
0.500, 8.740, -5589605.3, -4449.7, -13563.1, 2126.3, 0, 2, 14
0.500, 8.780, -5394840.2, -528.2, -17368.4, 4869.1, 0, 2, 13
0.500, 8.820, 845746212.8, 6584654.0, -61234.2, 2247071.9, 0, 2, 14
0.500, 8.860, 587516634.6, 5776757.2, -106449.1, 1717339.6, 0, 2, 14
0.500, 8.900, -21156187.9, -16289.7, -69579.6, 13014.8, 0, 2, 13
0.500, 8.940, -11641286.9, -9336.4, -31400.1, 6297.8, 0, 2, 14
0.500, 8.980, -8813916.2, 3342.9, -37148.1, 13058.0, 0, 2, 14
0.500, 9.020, -6067776.8, -7186.4, -13870.4, 1702.0, 0, 2, 13
0.500, 9.060, -5193629.3, 439.1, -13156.1, 4091.8, 0, 2, 14
0.500, 9.100, -3383143.7, 9985.1, -13984.4, 7182.5, 0, 2, 13
0.500, 9.140, -4930618.0, -5759.2, -10632.1, 1492.4, 0, 2, 14
0.500, 9.180, -2979052.6, 4780.9, -11323.6, 4931.0, 0, 2, 14
0.500, 9.220, -4600337.0, -3821.0, -9830.2, 1427.9, 0, 2, 13
0.500, 9.260, -5358191.4, -3101.9, -12224.9, 2469.9, 0, 2, 14
0.500, 9.300, -5301422.0, -4227.3, -15760.6, 3215.7, 0, 2, 14
0.500, 9.340, -5372401.1, -4999.8, -17654.1, 3416.2, 0, 2, 13
0.500, 9.380, -3334456.6, -61.9, -11171.8, 2677.4, 0, 2, 14
0.500, 9.420, -5097723.4, -5212.7, -12577.7, 2212.2, 0, 2, 13
0.500, 9.460, -5332526.8, -5603.9, -12140.9, 1749.2, 0, 2, 14
0.500, 9.500, -3771048.5, -524.1, -13613.7, 3460.7, 0, 2, 14
0.540, 0.500, -129455903.3, -176429.7, -232092.7, 14926.7, 0, 3, 13
0.540, 0.540, -122104123.4, -167943.4, -220844.5, 13018.0, 0, 3, 14
0.540, 0.580, -93636026.7, -50854.1, -206612.6, 42698.0, 0, 3, 13
0.540, 0.620, -109752481.1, -156617.1, -197484.6, 11628.0, 0, 3, 14
0.540, 0.660, -98107154.5, -15649.2, -194496.9, 37724.9, 0, 3, 14
0.540, 0.700, 35543355.9, 506263.4, -150919.9, 177689.2, 0, 3, 13
0.540, 0.740, -51420578.2, 231811.4, -152279.9, 82291.1, 0, 3, 14
0.540, 0.780, -16847625.1, 89036.8, -131507.3, 58252.1, 0, 3, 14
0.540, 0.820, 5479179.6, 126699.5, -75382.5, 48279.4, 0, 3, 13
0.540, 0.860, 53404686.4, 237981.8, -17410.8, 59203.0, 0, 3, 14
0.540, 0.900, 36988265.6, 228092.8, -75665.6, 79204.3, 0, 3, 13
0.540, 0.940, -30629131.8, 27627.8, -95857.0, 36559.6, 0, 3, 14
0.540, 0.980, -10921909.4, 95792.8, -102262.5, 50361.9, 0, 3, 14
0.540, 1.020, -51144802.2, -45496.1, -103730.6, 17285.4, 0, 3, 13
0.540, 1.060, -60282567.8, -81823.4, -105791.0, 6333.6, 0, 3, 14
0.540, 1.100, -14085389.0, 264042.4, -85258.0, 86023.3, 0, 3, 14
0.540, 1.140, 153750023.7, 388794.7, 58209.4, 91844.8, 0, 3, 13
0.540, 1.180, 16559350.0, 334652.5, -104140.0, 150375.0, 0, 3, 14
0.540, 1.220, -47912690.2, -68460.0, -82152.6, 3628.7, 0, 3, 13
0.540, 1.260, 8104376.2, 348284.0, -78611.6, 108165.0, 0, 3, 14
0.540, 1.300, 24367295.1, 378789.3, -45762.3, 120841.4, 0, 3, 14
0.540, 1.340, -23346688.5, 7752.9, -63028.8, 22315.3, 0, 3, 13
0.540, 1.380, -35607937.1, -3401.3, -73935.4, 16137.6, 0, 3, 14
0.540, 1.420, -28910199.3, 2737.8, -62813.4, 18307.8, 0, 3, 14
0.540, 1.460, -36150007.5, -46511.5, -65096.6, 5587.1, 0, 3, 13
0.540, 1.500, -38701983.5, -51729.9, -76240.0, 6103.4, 0, 3, 14
0.540, 1.540, -34645932.1, -39752.8, -61735.6, 5274.4, 0, 3, 13
0.540, 1.580, 7875199.5, 136477.6, -41939.9, 49459.7, 0, 3, 14
0.540, 1.620, 9364029.8, 97996.1, -9431.6, 24496.9, 0, 3, 14
