# 51076 rectangular buckets with a mean size of 2.53 x 13.63 data points
centerF1, centerF2, bucket, max, min, std, peaks_nb, bucket_size_F1, bucket_size_F2
0.500, 0.500, -56654570.5, -87563.6, -95317.6, 2111.2, 0, 2, 13
0.500, 0.540, -54038026.1, -80705.4, -93075.9, 3242.1, 0, 2, 14
0.500, 0.580, -49455448.1, -72517.2, -87246.3, 4264.0, 0, 2, 14
0.500, 0.620, -46296024.0, -65991.1, -81087.4, 3699.3, 0, 2, 13
0.500, 0.660, -42765555.2, -58236.7, -74959.3, 4777.5, 0, 2, 14
0.500, 0.700, 23797878.0, 414114.3, -77264.4, 161257.1, 0, 2, 14
0.500, 0.740, -18320219.7, 194915.4, -77596.6, 59754.1, 0, 2, 13
0.500, 0.780, -32121336.5, -43060.8, -58361.7, 4466.0, 0, 2, 14
0.500, 0.820, -21070059.8, 7808.1, -63128.3, 23652.5, 0, 2, 13
0.500, 0.860, 20991419.2, 96883.1, -13535.5, 31633.4, 0, 2, 14
0.500, 0.900, 152866585.7, 603010.2, 5495.9, 187199.3, 0, 2, 14
0.500, 0.940, -14262517.6, 1688.3, -46948.3, 14393.6, 0, 2, 13
0.500, 0.980, -10475735.6, 12300.1, -38287.0, 15437.9, 0, 2, 14
0.500, 1.020, -12448468.9, 18529.7, -41097.9, 18556.5, 0, 2, 14
0.500, 1.060, -19634899.8, 3127.7, -53818.3, 13271.5, 0, 2, 13
0.500, 1.100, -8523044.3, 11035.9, -34388.6, 12549.0, 0, 2, 14
0.500, 1.140, -1268546.1, 110109.4, -30356.3, 31829.8, 0, 2, 13
0.500, 1.180, -111487869.8, 31626.9, -531693.0, 178133.8, 0, 2, 14
0.500, 1.220, 37051914.1, 202140.0, -32300.2, 75889.5, 0, 2, 14
0.500, 1.260, 95229425.5, 1285233.4, -109278.3, 304533.4, 0, 2, 13
0.500, 1.300, -1308282855.3, 1075622.7, -5530435.0, 1707564.9, 0, 2, 14
0.500, 1.340, -281220426.6, -132174.1, -2428658.7, 485457.1, 0, 2, 14
0.500, 1.380, -22521957.1, 18379.9, -128739.6, 44425.9, 0, 2, 13
0.500, 1.420, -12077536.0, -2744.8, -40782.3, 9383.7, 0, 2, 14
0.500, 1.460, -10986055.5, -8775.1, -25848.7, 4197.7, 0, 2, 13
0.500, 1.500, -11026142.2, -4856.7, -36106.4, 7999.5, 0, 2, 14
0.500, 1.540, -10489976.3, -5309.6, -26112.2, 5193.7, 0, 2, 14
0.500, 1.580, -14533953.7, -2568.9, -40918.5, 10693.2, 0, 2, 13
0.500, 1.620, -3705437.0, 2932.1, -15067.2, 5157.2, 0, 2, 14
0.500, 1.660, -9031793.2, -7444.4, -22872.8, 4249.0, 0, 2, 14
0.500, 1.700, -9028950.3, -8098.2, -23087.7, 3963.2, 0, 2, 13
0.500, 1.740, -11483276.9, -13886.0, -23294.7, 2414.6, 0, 2, 14
0.500, 1.780, -9690810.7, -5583.8, -25296.2, 5465.0, 0, 2, 13
0.500, 1.820, -12451060.2, -13984.7, -24787.8, 2719.4, 0, 2, 14
0.500, 1.860, -11820667.5, -14881.1, -21972.9, 1886.8, 0, 2, 14
0.500, 1.900, -12152466.7, -16208.6, -22063.0, 1373.6, 0, 2, 13
0.500, 1.940, -15521083.0, -11825.6, -33970.5, 6629.1, 0, 2, 14
0.500, 1.980, -10121902.5, -10982.5, -22426.4, 2729.3, 0, 2, 13
0.500, 2.020, -12520398.4, -14089.2, -24779.0, 3209.8, 0, 2, 14
0.500, 2.060, -10811774.5, -14923.9, -19833.1, 1370.4, 0, 2, 14
0.500, 2.100, -11097083.1, -11246.0, -25698.4, 3480.5, 0, 2, 13
0.500, 2.140, -13455588.2, -14818.5, -28555.7, 3406.4, 0, 2, 14
0.500, 2.180, -13705216.0, -7506.1, -28222.5, 4807.8, 0, 2, 14
0.500, 2.220, -3934062.8, 5673.3, -15323.3, 5269.2, 0, 2, 13
0.500, 2.260, -9674733.2, -6896.4, -22194.7, 3903.4, 0, 2, 14
0.500, 2.300, -20577711.5, -9011.5, -114630.3, 30435.3, 0, 2, 13
0.500, 2.340, -19059959.9, -9465.8, -106640.1, 25679.2, 0, 2, 14
0.500, 2.380, -12562519.1, -11328.4, -25414.9, 3837.4, 0, 2, 14
0.500, 2.420, -13112173.9, -16846.7, -24949.8, 2171.1, 0, 2, 13
0.500, 2.460, -10662431.1, -11105.0, -22786.5, 2840.1, 0, 2, 14
0.500, 2.500, -10637447.7, -7824.7, -26812.7, 5055.1, 0, 2, 14
0.500, 2.540, -13351619.6, -8267.0, -27273.5, 5245.8, 0, 2, 13
