# 18306 rectangular buckets with a mean size of 13.65 x 7.46 data points
centerF1, centerF2, bucket, max, min, std, peaks_nb, bucket_size_F1, bucket_size_F2
-10.000, 0.500, -6538623.2, -161568.9, -906945.8, 195068.3, 0, 14, 8
-10.000, 0.540, -5902040.1, 51881.4, -801345.8, 198489.2, 0, 14, 7
-10.000, 0.580, -5873667.3, 115837.6, -807248.8, 169436.8, 0, 14, 8
-10.000, 0.620, -3803219.3, 151859.0, -834793.5, 289932.6, 0, 14, 7
-10.000, 0.660, -1951541.6, 231500.9, -604973.0, 205689.7, 0, 14, 8
-10.000, 0.700, -3328120.6, 549620.7, -672366.5, 351181.2, 0, 14, 7
-10.000, 0.740, -5186841.5, -250321.3, -549103.5, 70592.2, 0, 14, 8
-10.000, 0.780, -3841890.3, 264172.5, -534376.7, 211099.3, 0, 14, 7
-10.000, 0.820, -6484888.1, 447310.6, -1248945.8, 467181.6, 0, 14, 8
-10.000, 0.860, -1187668.3, 480511.0, -484462.8, 228047.6, 0, 14, 7
-10.000, 0.900, -2653088.6, 276582.0, -452474.7, 182300.3, 0, 14, 7
-10.000, 0.940, -3677172.4, -53391.9, -518853.1, 112696.0, 0, 14, 8
-10.000, 0.980, -4509305.4, -129080.9, -599023.0, 133739.6, 0, 14, 7
-10.000, 1.020, -3844531.7, -85536.1, -551133.3, 102529.7, 0, 14, 8
-10.000, 1.060, -514842.6, 970588.1, -577192.7, 468844.8, 0, 14, 7
-10.000, 1.100, 581461.0, 734438.3, -461779.9, 297700.3, 0, 14, 8
-10.000, 1.140, -2103841.2, 341537.3, -449901.0, 205583.6, 0, 14, 7
-10.000, 1.180, -1103908.0, 460931.8, -314849.2, 162857.8, 0, 14, 8
-10.000, 1.220, -20610926.8, -329909.2, -2858422.7, 812448.9, 0, 14, 7
-10.000, 1.260, -2361867.0, 266321.7, -653748.3, 203981.8, 0, 14, 7
-10.000, 1.300, 1430606.4, 1115570.2, -489685.8, 482367.7, 0, 14, 8
-10.000, 1.340, -3589825.8, 124350.4, -496378.4, 173912.4, 0, 14, 7
-10.000, 1.380, 1229244.0, 846859.2, -487661.0, 373577.1, 0, 14, 8
-10.000, 1.420, -3928607.1, 226513.4, -605849.2, 227971.5, 0, 14, 7
-10.000, 1.460, -2630951.1, 5975.9, -424687.8, 112553.8, 0, 14, 8
-10.000, 1.500, -635355.7, 324466.4, -313712.4, 168369.3, 0, 14, 7
-10.000, 1.540, -1742165.7, 283627.3, -493983.5, 255679.6, 0, 14, 8
-10.000, 1.580, 1432445.7, 780462.6, -450097.0, 300742.3, 0, 14, 7
-10.000, 1.620, -2035924.6, 146513.6, -473892.3, 157706.4, 0, 14, 8
-10.000, 1.660, -1254201.1, 205871.0, -490462.3, 136744.8, 0, 14, 7
-10.000, 1.700, 154553.0, 1032454.6, -466989.3, 446525.2, 0, 14, 7
-10.000, 1.740, 2230048.7, 646723.9, -177849.2, 193131.6, 0, 14, 8
-10.000, 1.780, -1615794.3, 241791.4, -443230.4, 169440.8, 0, 14, 7
-10.000, 1.820, -3646803.1, 242483.4, -462903.1, 160929.7, 0, 14, 8
-10.000, 1.860, -956427.4, 395443.6, -439010.5, 171622.4, 0, 14, 7
-10.000, 1.900, 2345769.0, 1027952.4, -489109.9, 349791.6, 0, 14, 8
-10.000, 1.940, -3086631.3, 187526.5, -565724.4, 170065.7, 0, 14, 7
-10.000, 1.980, -2142870.1, 297057.6, -509306.4, 151088.3, 0, 14, 8
-10.000, 2.020, -1435162.5, 853445.1, -667461.8, 372491.9, 0, 14, 7
-10.000, 2.060, -1744139.4, 422531.5, -567502.9, 209828.1, 0, 14, 8
-10.000, 2.100, 1795247.4, 1055258.5, -335151.2, 408997.2, 0, 14, 7
