# 678 rectangular buckets with a mean size of 42.67 x 6.81 data points
centerF1, centerF2, bucket, max, min, std, peaks_nb, bucket_size_F1, bucket_size_F2
1.000, 0.500, -0.0, 0.0, -0.0, 0.0, 0, 42, 6
1.000, 0.540, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 0.580, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 0.620, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 0.660, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 0.700, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 0.740, -0.0, 0.0, -0.0, 0.0, 0, 42, 6
1.000, 0.780, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 0.820, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 0.860, 0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 0.900, 0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 0.940, -0.0, 0.0, -0.0, 0.0, 0, 42, 6
1.000, 0.980, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.020, 0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.060, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.100, 0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.140, 2880166.1, 1123213.3, -78647.7, 315513.4, 1, 42, 6
1.000, 1.180, 1773669.4, 824289.6, -86580.6, 218220.4, 0, 42, 7
1.000, 1.220, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.260, 477786.3, 261279.9, -46588.4, 70585.7, 0, 42, 7
1.000, 1.300, 352966.6, 214978.6, -42810.9, 55579.6, 0, 42, 7
1.000, 1.340, -0.0, 0.0, -0.0, 0.0, 0, 42, 6
1.000, 1.380, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.420, 0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.460, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.500, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.540, 0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.580, -0.0, 0.0, -0.0, 0.0, 0, 42, 6
1.000, 1.620, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.660, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.700, 0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.740, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.780, 0.0, 0.0, -0.0, 0.0, 0, 42, 6
1.000, 1.820, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.860, 55441.3, 179643.6, -43274.8, 26286.7, 0, 42, 7
1.000, 1.900, 610652.1, 506767.3, -49402.2, 103813.1, 0, 42, 7
1.000, 1.940, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 1.980, -0.0, 0.0, -0.0, 0.0, 0, 42, 6
1.000, 2.020, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 2.060, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 2.100, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 2.140, 0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 2.180, 0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 2.220, 0.0, 0.0, -0.0, 0.0, 0, 42, 6
1.000, 2.260, 0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 2.300, 0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 2.340, -0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 2.380, 0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 2.420, 0.0, 0.0, -0.0, 0.0, 0, 42, 6
1.000, 2.460, 0.0, 0.0, -0.0, 0.0, 0, 42, 7
1.000, 2.500, 0.0, 0.0, 0.0, 0.0, 0, 42, 7
