# 139 in Peak list
126, 126, -1.85, 8.80, 12548943.88
127, 127, -1.84, 8.72, 45392440.29
128, 128, -1.85, 8.66, 43980281.96
129, 129, -1.84, 8.57, 14677396.15
130, 130, -1.78, 8.39, 6000926.35
131, 131, -5.22, 8.69, 6640268.74
132, 132, -5.20, 7.51, 4999108.85
133, 133, -8.21, 3.34, 6749593.88
134, 134, -11.16, 4.07, 4325282.55
135, 135, -11.47, 6.10, 25811058.77
136, 136, -11.47, 6.09, 25995728.10
137, 137, -11.48, 6.07, 24684842.35
138, 138, -12.60, 4.91, 11437497.13
