# 51076 rectangular buckets with a mean size of 2.53 x 13.63 data points
centerF1, centerF2, bucket, max, min, std, peaks_nb, bucket_size_F1, bucket_size_F2
0.500, 0.500, -67626632.0, -100412.6, -118323.5, 4077.3, 0, 2, 13
0.500, 0.540, -62733400.9, -81721.4, -114503.2, 9345.4, 0, 2, 14
0.500, 0.580, -58494146.2, -83039.3, -109443.9, 6710.2, 0, 2, 14
0.500, 0.620, -53147529.1, -75680.5, -92955.0, 4858.2, 0, 2, 13
0.500, 0.660, -53051931.7, -76788.0, -94066.2, 4002.2, 0, 2, 14
0.500, 0.700, -41122888.5, -7186.9, -88209.4, 25400.9, 0, 2, 14
0.500, 0.740, -47472040.6, -44555.7, -89164.0, 8363.6, 0, 2, 13
0.500, 0.780, -31158073.6, 12275.5, -81021.2, 28487.0, 0, 2, 14
0.500, 0.820, 63423163.2, 342201.0, -74617.2, 146213.5, 0, 2, 13
0.500, 0.860, 707525.0, 56424.9, -44451.2, 28497.8, 0, 2, 14
0.500, 0.900, 67282277.3, 239724.4, -2068.6, 64683.9, 0, 2, 14
0.500, 0.940, -17435698.8, 67894.3, -60442.0, 36389.3, 0, 2, 13
0.500, 0.980, 5457215.0, 156570.0, -57054.5, 72050.1, 0, 2, 14
0.500, 1.020, -13063958.7, 10031.9, -40854.2, 14924.9, 0, 2, 14
0.500, 1.060, -8427183.6, 120382.7, -58698.1, 57057.8, 0, 2, 13
0.500, 1.100, 6341785.3, 111469.4, -43905.8, 46253.6, 0, 2, 14
0.500, 1.140, -11353161.6, 38559.1, -44068.1, 19280.7, 0, 2, 13
0.500, 1.180, -7337936.4, 121824.9, -76330.7, 51391.9, 0, 2, 14
0.500, 1.220, 17317092.3, 172815.8, -77774.8, 78900.8, 0, 2, 14
0.500, 1.260, -219723985.4, -59584.0, -1797311.7, 482916.1, 0, 2, 13
0.500, 1.300, -840502145.9, 850897.5, -3382903.3, 1226746.6, 0, 2, 14
0.500, 1.340, -272792282.3, -106380.0, -1932155.5, 390310.0, 0, 2, 14
0.500, 1.380, -21239928.1, 8218.6, -88083.3, 25713.4, 0, 2, 13
0.500, 1.420, -18263338.9, -8079.1, -50765.7, 11537.7, 0, 2, 14
0.500, 1.460, -17037818.8, -16398.7, -46030.1, 6088.8, 0, 2, 13
