# 60 in Peak list
0, 0, 8.90, 407485.93
1, 1, 8.90, 493647.33
2, 2, 7.85, 486142.34
3, 3, 7.84, 730499.54
4, 4, 7.84, 611331.78
5, 5, 4.88, 15808055.39
6, 6, 4.05, 1113613.70
7, 7, 4.05, 1090091.75
8, 8, 3.60, 459071.90
9, 9, 3.31, 8894554.53
10, 10, 3.31, 10952112.94
11, 11, 3.30, 8343092.19
12, 12, 3.06, 5903697.27
13, 13, 3.05, 16723968.81
14, 14, 3.04, 16674612.43
15, 15, 3.02, 5635589.77
16, 16, 2.25, 571518.08
17, 17, 1.35, 607752.78
18, 18, 1.33, 1214823.38
19, 19, 1.31, 16715770.66
20, 20, 1.30, 30827274.94
21, 21, 1.29, 16691317.16
22, 22, 1.28, 5482062.65
23, 23, 1.18, 488323.06
24, 24, 1.17, 758297.43
25, 25, 1.16, 410823.14
26, 26, 0.99, 585129.89
27, 27, 0.98, 1069684.48
28, 28, 0.97, 518023.84
29, 29, 0.91, 449620.97
30, 30, 0.90, 749135.90
31, 31, 0.85, 536803.06
32, 32, 0.85, 529083.91
33, 33, 0.08, 579998.58
34, 34, 0.03, 422418.72
35, 35, 0.03, 468452.86
36, 36, 0.03, 518118.82
37, 37, 0.03, 580079.63
38, 38, 0.03, 662185.86
39, 39, 0.03, 760502.81
40, 40, 0.02, 866671.74
41, 41, 0.02, 974276.07
42, 42, 0.02, 1090950.77
43, 43, 0.02, 1244218.79
44, 44, 0.02, 1406977.22
45, 45, 0.02, 1614290.18
46, 46, 0.01, 1897472.69
47, 47, 0.01, 2221105.30
48, 48, 0.01, 2654849.07
49, 49, 0.00, 119969221.87
50, 50, -0.01, 1544917.40
51, 51, -0.01, 1197739.81
52, 52, -0.01, 990439.52
53, 53, -0.01, 810284.43
54, 54, -0.02, 701336.36
55, 55, -0.02, 638590.77
56, 56, -0.02, 550332.99
57, 57, -0.02, 485383.30
58, 58, -0.02, 436218.30
59, 59, -0.09, 659927.19
